program_label,program,geoid,category,stusab,state,state_name,county,county_name,tract,pct_occupied,pct_minority,total_units,number_reported,pct_reported,pct_2adults,pct_1adult,pct_disabled_all,pct_age62plus,pct_white,pct_black,pct_native_american,pct_asian_pacific,pct_hispanic,pct_bed1,pct_bed2,pct_bed3,pct_hhwch,name,states
Housing Choice Vouchers,3,17057953500,census tract,IL,17,Illinois,057,Fulton County,953500,89.0,11.0,21.0,19,99.0,11.0,11.0,23.0,21.0,89.0,11.0,,,0.0,21.0,42.0,37.0,22.0,IL Illinois Fulton County 953500,IL Illinois
Summary,1,17057953600,census tract,IL,17,Illinois,057,Fulton County,953600,93.0,6.0,150.0,141,100.0,1.0,15.0,31.0,51.0,94.0,5.0,1.0,1.0,0.0,65.0,24.0,11.0,16.0,IL Illinois Fulton County 953600,IL Illinois
Housing Choice Vouchers,3,17057953600,census tract,IL,17,Illinois,057,Fulton County,953600,89.0,10.0,81.0,72,99.0,1.0,29.0,27.0,24.0,90.0,7.0,1.0,1.0,0.0,36.0,42.0,22.0,30.0,IL Illinois Fulton County 953600,IL Illinois
Project Based Section 8,4,17057953600,census tract,IL,17,Illinois,057,Fulton County,953600,97.0,3.0,69.0,69,100.0,,,37.0,80.0,97.0,3.0,,,0.0,94.0,6.0,,,IL Illinois Fulton County 953600,IL Illinois
Summary,1,17057953700,census tract,IL,17,Illinois,057,Fulton County,953700,,,7.0,6,,,,,,,,,,,,,,,IL Illinois Fulton County 953700,IL Illinois
Housing Choice Vouchers,3,17057953700,census tract,IL,17,Illinois,057,Fulton County,953700,,,7.0,6,,,,,,,,,,,,,,,IL Illinois Fulton County 953700,IL Illinois
Summary,1,17057953800,census tract,IL,17,Illinois,057,Fulton County,953800,93.0,5.0,141.0,133,100.0,,6.0,26.0,61.0,95.0,1.0,2.0,1.0,1.0,89.0,8.0,3.0,6.0,IL Illinois Fulton County 953800,IL Illinois
Housing Choice Vouchers,3,17057953800,census tract,IL,17,Illinois,057,Fulton County,953800,89.0,0.0,17.0,15,99.0,,53.0,32.0,40.0,100.0,,,,0.0,13.0,60.0,27.0,53.0,IL Illinois Fulton County 953800,IL Illinois
Project Based Section 8,4,17057953800,census tract,IL,17,Illinois,057,Fulton County,953800,93.0,5.0,124.0,118,100.0,,,25.0,64.0,95.0,1.0,3.0,1.0,1.0,99.0,1.0,,,IL Illinois Fulton County 953800,IL Illinois
Summary,1,17057953900,census tract,IL,17,Illinois,057,Fulton County,953900,89.0,0.0,26.0,23,99.0,13.0,39.0,18.0,22.0,100.0,,,,0.0,26.0,48.0,26.0,52.0,IL Illinois Fulton County 953900,IL Illinois
Housing Choice Vouchers,3,17057953900,census tract,IL,17,Illinois,057,Fulton County,953900,89.0,0.0,26.0,23,99.0,13.0,39.0,18.0,22.0,100.0,,,,0.0,26.0,48.0,26.0,52.0,IL Illinois Fulton County 953900,IL Illinois
Summary,1,17059972700,census tract,IL,17,Illinois,059,Gallatin County,972700,96.0,3.0,37.0,36,100.0,3.0,31.0,13.0,36.0,97.0,3.0,,,0.0,39.0,31.0,31.0,34.0,IL Illinois Gallatin County 972700,IL Illinois
Public Housing,2,17059972700,census tract,IL,17,Illinois,059,Gallatin County,972700,97.0,3.0,36.0,35,100.0,3.0,31.0,13.0,34.0,97.0,3.0,,,0.0,40.0,29.0,31.0,34.0,IL Illinois Gallatin County 972700,IL Illinois
Project Based Section 8,4,17059972700,census tract,IL,17,Illinois,059,Gallatin County,972700,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Gallatin County 972700,IL Illinois
Summary,1,17059972800,census tract,IL,17,Illinois,059,Gallatin County,972800,93.0,5.0,64.0,60,100.0,8.0,23.0,14.0,43.0,95.0,,,2.0,3.0,32.0,35.0,33.0,31.0,IL Illinois Gallatin County 972800,IL Illinois
Public Housing,2,17059972800,census tract,IL,17,Illinois,059,Gallatin County,972800,97.0,6.0,49.0,47,100.0,11.0,28.0,14.0,34.0,94.0,,,2.0,4.0,28.0,30.0,43.0,39.0,IL Illinois Gallatin County 972800,IL Illinois
Housing Choice Vouchers,3,17059972800,census tract,IL,17,Illinois,059,Gallatin County,972800,,,2.0,1,,,,,,,,,,,,,,,IL Illinois Gallatin County 972800,IL Illinois
Project Based Section 8,4,17059972800,census tract,IL,17,Illinois,059,Gallatin County,972800,81.0,0.0,14.0,12,100.0,,,15.0,83.0,100.0,,,,0.0,50.0,50.0,,,IL Illinois Gallatin County 972800,IL Illinois
Summary,1,17061973600,census tract,IL,17,Illinois,061,Greene County,973600,94.0,0.0,16.0,14,94.0,,21.0,28.0,36.0,100.0,,,,0.0,71.0,14.0,14.0,21.0,IL Illinois Greene County 973600,IL Illinois
Public Housing,2,17061973600,census tract,IL,17,Illinois,061,Greene County,973600,,,9.0,9,,,,,,,,,,,,,,,IL Illinois Greene County 973600,IL Illinois
Project Based Section 8,4,17061973600,census tract,IL,17,Illinois,061,Greene County,973600,,,6.0,5,,,,,,,,,,,,,,,IL Illinois Greene County 973600,IL Illinois
Summary,1,17061973700,census tract,IL,17,Illinois,061,Greene County,973700,,,5.0,4,,,,,,,,,,,,,,,IL Illinois Greene County 973700,IL Illinois
Project Based Section 8,4,17061973700,census tract,IL,17,Illinois,061,Greene County,973700,,,5.0,4,,,,,,,,,,,,,,,IL Illinois Greene County 973700,IL Illinois
Summary,1,17061973900,census tract,IL,17,Illinois,061,Greene County,973900,96.0,0.0,82.0,81,100.0,5.0,14.0,30.0,47.0,100.0,,,,0.0,52.0,36.0,12.0,19.0,IL Illinois Greene County 973900,IL Illinois
Public Housing,2,17061973900,census tract,IL,17,Illinois,061,Greene County,973900,96.0,0.0,50.0,48,100.0,,2.0,47.0,67.0,100.0,,,,0.0,88.0,13.0,,2.0,IL Illinois Greene County 973900,IL Illinois
Project Based Section 8,4,17061973900,census tract,IL,17,Illinois,061,Greene County,973900,94.0,0.0,32.0,33,100.0,12.0,30.0,16.0,18.0,100.0,,,,0.0,,70.0,30.0,42.0,IL Illinois Greene County 973900,IL Illinois
Summary,1,17061974000,census tract,IL,17,Illinois,061,Greene County,974000,96.0,0.0,21.0,20,100.0,,10.0,57.0,60.0,100.0,,,,0.0,90.0,10.0,,10.0,IL Illinois Greene County 974000,IL Illinois
Public Housing,2,17061974000,census tract,IL,17,Illinois,061,Greene County,974000,96.0,0.0,21.0,20,100.0,,10.0,57.0,60.0,100.0,,,,0.0,90.0,10.0,,10.0,IL Illinois Greene County 974000,IL Illinois
Summary,1,17063000102,census tract,IL,17,Illinois,063,Grundy County,000102,,,3.0,3,,,,,,,,,,,,,,,IL Illinois Grundy County 000102,IL Illinois
Housing Choice Vouchers,3,17063000102,census tract,IL,17,Illinois,063,Grundy County,000102,,,3.0,3,,,,,,,,,,,,,,,IL Illinois Grundy County 000102,IL Illinois
Summary,1,17063000103,census tract,IL,17,Illinois,063,Grundy County,000103,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Grundy County 000103,IL Illinois
Housing Choice Vouchers,3,17063000103,census tract,IL,17,Illinois,063,Grundy County,000103,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Grundy County 000103,IL Illinois
Summary,1,17063000200,census tract,IL,17,Illinois,063,Grundy County,000200,88.0,18.0,165.0,134,93.0,,19.0,32.0,49.0,82.0,10.0,,1.0,7.0,72.0,18.0,10.0,19.0,IL Illinois Grundy County 000200,IL Illinois
Housing Choice Vouchers,3,17063000200,census tract,IL,17,Illinois,063,Grundy County,000200,88.0,18.0,165.0,134,93.0,,19.0,32.0,49.0,82.0,10.0,,1.0,7.0,72.0,18.0,10.0,19.0,IL Illinois Grundy County 000200,IL Illinois
Summary,1,17063000300,census tract,IL,17,Illinois,063,Grundy County,000300,88.0,13.0,20.0,16,93.0,6.0,50.0,21.0,19.0,87.0,6.0,,,6.0,19.0,25.0,56.0,56.0,IL Illinois Grundy County 000300,IL Illinois
Housing Choice Vouchers,3,17063000300,census tract,IL,17,Illinois,063,Grundy County,000300,88.0,13.0,20.0,16,93.0,6.0,50.0,21.0,19.0,87.0,6.0,,,6.0,19.0,25.0,56.0,56.0,IL Illinois Grundy County 000300,IL Illinois
Summary,1,17063000400,census tract,IL,17,Illinois,063,Grundy County,000400,98.0,5.0,122.0,118,98.0,,3.0,7.0,90.0,95.0,2.0,,,3.0,92.0,4.0,3.0,3.0,IL Illinois Grundy County 000400,IL Illinois
Housing Choice Vouchers,3,17063000400,census tract,IL,17,Illinois,063,Grundy County,000400,88.0,14.0,17.0,14,93.0,,29.0,33.0,21.0,86.0,,,,14.0,36.0,36.0,29.0,29.0,IL Illinois Grundy County 000400,IL Illinois
Project Based Section 8,4,17063000400,census tract,IL,17,Illinois,063,Grundy County,000400,100.0,4.0,105.0,104,99.0,,,0.0,99.0,96.0,2.0,,,2.0,100.0,,,,IL Illinois Grundy County 000400,IL Illinois
Summary,1,17063000500,census tract,IL,17,Illinois,063,Grundy County,000500,,,6.0,5,,,,,,,,,,,,,,,IL Illinois Grundy County 000500,IL Illinois
Housing Choice Vouchers,3,17063000500,census tract,IL,17,Illinois,063,Grundy County,000500,,,6.0,5,,,,,,,,,,,,,,,IL Illinois Grundy County 000500,IL Illinois
Summary,1,17063000600,census tract,IL,17,Illinois,063,Grundy County,000600,88.0,36.0,14.0,11,93.0,,18.0,33.0,55.0,64.0,9.0,9.0,,18.0,64.0,27.0,9.0,18.0,IL Illinois Grundy County 000600,IL Illinois
Housing Choice Vouchers,3,17063000600,census tract,IL,17,Illinois,063,Grundy County,000600,88.0,36.0,14.0,11,93.0,,18.0,33.0,55.0,64.0,9.0,9.0,,18.0,64.0,27.0,9.0,18.0,IL Illinois Grundy County 000600,IL Illinois
Summary,1,17063000700,census tract,IL,17,Illinois,063,Grundy County,000700,,,11.0,9,,,,,,,,,,,,,,,IL Illinois Grundy County 000700,IL Illinois
Housing Choice Vouchers,3,17063000700,census tract,IL,17,Illinois,063,Grundy County,000700,,,11.0,9,,,,,,,,,,,,,,,IL Illinois Grundy County 000700,IL Illinois
Summary,1,17063000800,census tract,IL,17,Illinois,063,Grundy County,000800,,,9.0,7,,,,,,,,,,,,,,,IL Illinois Grundy County 000800,IL Illinois
Housing Choice Vouchers,3,17063000800,census tract,IL,17,Illinois,063,Grundy County,000800,,,9.0,7,,,,,,,,,,,,,,,IL Illinois Grundy County 000800,IL Illinois
Summary,1,17063000900,census tract,IL,17,Illinois,063,Grundy County,000900,,,12.0,10,,,,,,,,,,,,,,,IL Illinois Grundy County 000900,IL Illinois
Housing Choice Vouchers,3,17063000900,census tract,IL,17,Illinois,063,Grundy County,000900,,,12.0,10,,,,,,,,,,,,,,,IL Illinois Grundy County 000900,IL Illinois
Summary,1,17065973100,census tract,IL,17,Illinois,065,Hamilton County,973100,98.0,2.0,66.0,65,100.0,3.0,17.0,21.0,54.0,98.0,2.0,,,0.0,45.0,46.0,9.0,20.0,IL Illinois Hamilton County 973100,IL Illinois
Public Housing,2,17065973100,census tract,IL,17,Illinois,065,Hamilton County,973100,99.0,2.0,65.0,64,100.0,3.0,17.0,20.0,53.0,98.0,2.0,,,0.0,45.0,45.0,9.0,20.0,IL Illinois Hamilton County 973100,IL Illinois
Housing Choice Vouchers,3,17065973100,census tract,IL,17,Illinois,065,Hamilton County,973100,,,2.0,1,,,,,,,,,,,,,,,IL Illinois Hamilton County 973100,IL Illinois
Summary,1,17065973300,census tract,IL,17,Illinois,065,Hamilton County,973300,99.0,0.0,12.0,12,100.0,,,50.0,67.0,100.0,,,,0.0,83.0,17.0,,,IL Illinois Hamilton County 973300,IL Illinois
Public Housing,2,17065973300,census tract,IL,17,Illinois,065,Hamilton County,973300,99.0,0.0,12.0,12,100.0,,,50.0,67.0,100.0,,,,0.0,83.0,17.0,,,IL Illinois Hamilton County 973300,IL Illinois
Summary,1,17067953700,census tract,IL,17,Illinois,067,Hancock County,953700,76.0,0.0,22.0,16,96.0,6.0,6.0,33.0,63.0,100.0,,,,0.0,75.0,25.0,,12.0,IL Illinois Hancock County 953700,IL Illinois
Project Based Section 8,4,17067953700,census tract,IL,17,Illinois,067,Hancock County,953700,76.0,0.0,22.0,16,96.0,6.0,6.0,33.0,63.0,100.0,,,,0.0,75.0,25.0,,12.0,IL Illinois Hancock County 953700,IL Illinois
Summary,1,17067953800,census tract,IL,17,Illinois,067,Hancock County,953800,90.0,8.0,25.0,25,100.0,,,69.0,48.0,92.0,4.0,,,4.0,100.0,,,,IL Illinois Hancock County 953800,IL Illinois
Other Multifamily,5,17067953800,census tract,IL,17,Illinois,067,Hancock County,953800,90.0,8.0,25.0,25,100.0,,,69.0,48.0,92.0,4.0,,,4.0,100.0,,,,IL Illinois Hancock County 953800,IL Illinois
Summary,1,17067953900,census tract,IL,17,Illinois,067,Hancock County,953900,97.0,0.0,30.0,29,100.0,,24.0,25.0,34.0,100.0,,,,0.0,69.0,21.0,10.0,24.0,IL Illinois Hancock County 953900,IL Illinois
Public Housing,2,17067953900,census tract,IL,17,Illinois,067,Hancock County,953900,97.0,0.0,30.0,29,100.0,,24.0,25.0,34.0,100.0,,,,0.0,69.0,21.0,10.0,24.0,IL Illinois Hancock County 953900,IL Illinois
Summary,1,17067954200,census tract,IL,17,Illinois,067,Hancock County,954200,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Hancock County 954200,IL Illinois
Other Multifamily,5,17067954200,census tract,IL,17,Illinois,067,Hancock County,954200,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Hancock County 954200,IL Illinois
Summary,1,17067954300,census tract,IL,17,Illinois,067,Hancock County,954300,,,9.0,7,,,,,,,,,,,,,,,IL Illinois Hancock County 954300,IL Illinois
Project Based Section 8,4,17067954300,census tract,IL,17,Illinois,067,Hancock County,954300,,,9.0,7,,,,,,,,,,,,,,,IL Illinois Hancock County 954300,IL Illinois
Summary,1,17069970900,census tract,IL,17,Illinois,069,Hardin County,970900,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Hardin County 970900,IL Illinois
Public Housing,2,17069970900,census tract,IL,17,Illinois,069,Hardin County,970900,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Hardin County 970900,IL Illinois
Summary,1,17069971000,census tract,IL,17,Illinois,069,Hardin County,971000,99.0,2.0,65.0,64,99.0,3.0,16.0,25.0,36.0,98.0,2.0,,,0.0,42.0,44.0,14.0,19.0,IL Illinois Hardin County 971000,IL Illinois
Public Housing,2,17069971000,census tract,IL,17,Illinois,069,Hardin County,971000,99.0,2.0,65.0,64,99.0,3.0,16.0,25.0,36.0,98.0,2.0,,,0.0,42.0,44.0,14.0,19.0,IL Illinois Hardin County 971000,IL Illinois
Summary,1,17071973300,census tract,IL,17,Illinois,071,Henderson County,973300,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Henderson County 973300,IL Illinois
Project Based Section 8,4,17071973300,census tract,IL,17,Illinois,071,Henderson County,973300,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Henderson County 973300,IL Illinois
Summary,1,17071973400,census tract,IL,17,Illinois,071,Henderson County,973400,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Henderson County 973400,IL Illinois
Housing Choice Vouchers,3,17071973400,census tract,IL,17,Illinois,071,Henderson County,973400,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Henderson County 973400,IL Illinois
Summary,1,17073030100,census tract,IL,17,Illinois,073,Henry County,030100,,,9.0,8,,,,,,,,,,,,,,,IL Illinois Henry County 030100,IL Illinois
Public Housing,2,17073030100,census tract,IL,17,Illinois,073,Henry County,030100,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Henry County 030100,IL Illinois
Housing Choice Vouchers,3,17073030100,census tract,IL,17,Illinois,073,Henry County,030100,,,8.0,7,,,,,,,,,,,,,,,IL Illinois Henry County 030100,IL Illinois
Summary,1,17073030201,census tract,IL,17,Illinois,073,Henry County,030201,,,11.0,10,,,,,,,,,,,,,,,IL Illinois Henry County 030201,IL Illinois
Project Based Section 8,4,17073030201,census tract,IL,17,Illinois,073,Henry County,030201,,,11.0,10,,,,,,,,,,,,,,,IL Illinois Henry County 030201,IL Illinois
Summary,1,17073030202,census tract,IL,17,Illinois,073,Henry County,030202,91.0,4.0,29.0,25,96.0,,,48.0,64.0,96.0,4.0,,,0.0,92.0,8.0,,,IL Illinois Henry County 030202,IL Illinois
Project Based Section 8,4,17073030202,census tract,IL,17,Illinois,073,Henry County,030202,91.0,4.0,29.0,25,96.0,,,48.0,64.0,96.0,4.0,,,0.0,92.0,8.0,,,IL Illinois Henry County 030202,IL Illinois
Summary,1,17073030203,census tract,IL,17,Illinois,073,Henry County,030203,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Henry County 030203,IL Illinois
Housing Choice Vouchers,3,17073030203,census tract,IL,17,Illinois,073,Henry County,030203,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Henry County 030203,IL Illinois
Summary,1,17073030301,census tract,IL,17,Illinois,073,Henry County,030301,,,3.0,3,,,,,,,,,,,,,,,IL Illinois Henry County 030301,IL Illinois
Housing Choice Vouchers,3,17073030301,census tract,IL,17,Illinois,073,Henry County,030301,,,3.0,3,,,,,,,,,,,,,,,IL Illinois Henry County 030301,IL Illinois
Summary,1,17073030302,census tract,IL,17,Illinois,073,Henry County,030302,92.0,8.0,68.0,63,100.0,,3.0,61.0,41.0,92.0,3.0,,,5.0,92.0,3.0,5.0,3.0,IL Illinois Henry County 030302,IL Illinois
Public Housing,2,17073030302,census tract,IL,17,Illinois,073,Henry County,030302,93.0,9.0,57.0,53,100.0,,,67.0,40.0,91.0,4.0,,,6.0,100.0,,,,IL Illinois Henry County 030302,IL Illinois
Housing Choice Vouchers,3,17073030302,census tract,IL,17,Illinois,073,Henry County,030302,,,11.0,10,,,,,,,,,,,,,,,IL Illinois Henry County 030302,IL Illinois
Summary,1,17073030400,census tract,IL,17,Illinois,073,Henry County,030400,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Henry County 030400,IL Illinois
Housing Choice Vouchers,3,17073030400,census tract,IL,17,Illinois,073,Henry County,030400,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Henry County 030400,IL Illinois
Summary,1,17073030500,census tract,IL,17,Illinois,073,Henry County,030500,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Henry County 030500,IL Illinois
Housing Choice Vouchers,3,17073030500,census tract,IL,17,Illinois,073,Henry County,030500,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Henry County 030500,IL Illinois
Summary,1,17073030600,census tract,IL,17,Illinois,073,Henry County,030600,88.0,30.0,34.0,30,99.0,,30.0,44.0,17.0,70.0,20.0,,,10.0,50.0,23.0,27.0,30.0,IL Illinois Henry County 030600,IL Illinois
Housing Choice Vouchers,3,17073030600,census tract,IL,17,Illinois,073,Henry County,030600,87.0,53.0,19.0,17,100.0,,53.0,27.0,12.0,47.0,35.0,,,18.0,12.0,41.0,47.0,53.0,IL Illinois Henry County 030600,IL Illinois
Other Multifamily,5,17073030600,census tract,IL,17,Illinois,073,Henry County,030600,90.0,0.0,15.0,13,96.0,,,100.0,23.0,100.0,,,,0.0,100.0,,,,IL Illinois Henry County 030600,IL Illinois
Summary,1,17073030800,census tract,IL,17,Illinois,073,Henry County,030800,89.0,29.0,276.0,245,100.0,2.0,32.0,22.0,24.0,71.0,27.0,0.0,,2.0,50.0,33.0,17.0,34.0,IL Illinois Henry County 030800,IL Illinois
Public Housing,2,17073030800,census tract,IL,17,Illinois,073,Henry County,030800,89.0,28.0,247.0,220,100.0,2.0,31.0,22.0,24.0,72.0,25.0,0.0,,2.0,54.0,31.0,15.0,33.0,IL Illinois Henry County 030800,IL Illinois
Housing Choice Vouchers,3,17073030800,census tract,IL,17,Illinois,073,Henry County,030800,87.0,44.0,29.0,25,100.0,,40.0,25.0,32.0,56.0,36.0,,,8.0,20.0,48.0,32.0,40.0,IL Illinois Henry County 030800,IL Illinois
Summary,1,17073030900,census tract,IL,17,Illinois,073,Henry County,030900,87.0,22.0,57.0,50,100.0,4.0,28.0,21.0,50.0,78.0,16.0,,,6.0,56.0,22.0,22.0,32.0,IL Illinois Henry County 030900,IL Illinois
Housing Choice Vouchers,3,17073030900,census tract,IL,17,Illinois,073,Henry County,030900,87.0,21.0,55.0,48,100.0,4.0,29.0,21.0,48.0,79.0,15.0,,,6.0,54.0,23.0,23.0,33.0,IL Illinois Henry County 030900,IL Illinois
Project Based Section 8,4,17073030900,census tract,IL,17,Illinois,073,Henry County,030900,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Henry County 030900,IL Illinois
Summary,1,17073031000,census tract,IL,17,Illinois,073,Henry County,031000,91.0,25.0,82.0,75,100.0,,13.0,39.0,49.0,75.0,23.0,,,3.0,72.0,19.0,9.0,13.0,IL Illinois Henry County 031000,IL Illinois
Public Housing,2,17073031000,census tract,IL,17,Illinois,073,Henry County,031000,93.0,16.0,54.0,50,100.0,,2.0,54.0,54.0,84.0,12.0,,,4.0,96.0,4.0,,2.0,IL Illinois Henry County 031000,IL Illinois
Housing Choice Vouchers,3,17073031000,census tract,IL,17,Illinois,073,Henry County,031000,87.0,44.0,29.0,25,100.0,,36.0,25.0,40.0,56.0,44.0,,,0.0,24.0,48.0,28.0,36.0,IL Illinois Henry County 031000,IL Illinois
Summary,1,17073031100,census tract,IL,17,Illinois,073,Henry County,031100,91.0,13.0,61.0,56,100.0,2.0,7.0,34.0,38.0,87.0,5.0,,2.0,5.0,79.0,13.0,9.0,9.0,IL Illinois Henry County 031100,IL Illinois
Public Housing,2,17073031100,census tract,IL,17,Illinois,073,Henry County,031100,93.0,15.0,44.0,41,100.0,,,43.0,37.0,85.0,5.0,,2.0,7.0,98.0,2.0,,,IL Illinois Henry County 031100,IL Illinois
Housing Choice Vouchers,3,17073031100,census tract,IL,17,Illinois,073,Henry County,031100,87.0,7.0,17.0,15,100.0,7.0,27.0,21.0,40.0,93.0,7.0,,,0.0,27.0,40.0,33.0,34.0,IL Illinois Henry County 031100,IL Illinois
Summary,1,17075950400,census tract,IL,17,Illinois,075,Iroquois County,950400,92.0,9.0,24.0,23,100.0,,9.0,39.0,70.0,91.0,4.0,,,4.0,74.0,26.0,,9.0,IL Illinois Iroquois County 950400,IL Illinois
Project Based Section 8,4,17075950400,census tract,IL,17,Illinois,075,Iroquois County,950400,92.0,9.0,24.0,23,100.0,,9.0,39.0,70.0,91.0,4.0,,,4.0,74.0,26.0,,9.0,IL Illinois Iroquois County 950400,IL Illinois
Summary,1,17075950800,census tract,IL,17,Illinois,075,Iroquois County,950800,84.0,0.0,16.0,16,100.0,,,12.0,94.0,100.0,,,,0.0,100.0,,,,IL Illinois Iroquois County 950800,IL Illinois
Project Based Section 8,4,17075950800,census tract,IL,17,Illinois,075,Iroquois County,950800,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Iroquois County 950800,IL Illinois
Other Multifamily,5,17075950800,census tract,IL,17,Illinois,075,Iroquois County,950800,85.0,0.0,15.0,15,100.0,,,0.0,100.0,100.0,,,,0.0,100.0,,,,IL Illinois Iroquois County 950800,IL Illinois
Summary,1,17077010100,census tract,IL,17,Illinois,077,Jackson County,010100,,,8.0,6,,,,,,,,,,,,,,,IL Illinois Jackson County 010100,IL Illinois
Public Housing,2,17077010100,census tract,IL,17,Illinois,077,Jackson County,010100,,,8.0,6,,,,,,,,,,,,,,,IL Illinois Jackson County 010100,IL Illinois
Summary,1,17077010200,census tract,IL,17,Illinois,077,Jackson County,010200,66.0,28.0,65.0,43,99.0,,23.0,39.0,40.0,72.0,26.0,,,2.0,37.0,30.0,33.0,23.0,IL Illinois Jackson County 010200,IL Illinois
Public Housing,2,17077010200,census tract,IL,17,Illinois,077,Jackson County,010200,71.0,26.0,48.0,34,100.0,,29.0,33.0,41.0,74.0,24.0,,,3.0,47.0,24.0,29.0,29.0,IL Illinois Jackson County 010200,IL Illinois
Housing Choice Vouchers,3,17077010200,census tract,IL,17,Illinois,077,Jackson County,010200,,,17.0,9,,,,,,,,,,,,,,,IL Illinois Jackson County 010200,IL Illinois
Summary,1,17077010300,census tract,IL,17,Illinois,077,Jackson County,010300,,,15.0,10,,,,,,,,,,,,,,,IL Illinois Jackson County 010300,IL Illinois
Public Housing,2,17077010300,census tract,IL,17,Illinois,077,Jackson County,010300,,,11.0,8,,,,,,,,,,,,,,,IL Illinois Jackson County 010300,IL Illinois
Housing Choice Vouchers,3,17077010300,census tract,IL,17,Illinois,077,Jackson County,010300,,,4.0,2,,,,,,,,,,,,,,,IL Illinois Jackson County 010300,IL Illinois
Summary,1,17077010400,census tract,IL,17,Illinois,077,Jackson County,010400,,,15.0,8,,,,,,,,,,,,,,,IL Illinois Jackson County 010400,IL Illinois
Housing Choice Vouchers,3,17077010400,census tract,IL,17,Illinois,077,Jackson County,010400,,,15.0,8,,,,,,,,,,,,,,,IL Illinois Jackson County 010400,IL Illinois
Summary,1,17077010601,census tract,IL,17,Illinois,077,Jackson County,010601,,,2.0,1,,,,,,,,,,,,,,,IL Illinois Jackson County 010601,IL Illinois
